IDCLIENTE,EVOLUCION_LCR,DIAS_MORA,COMPORT_INTERNO,ACTIVIDAD,EST_CIVIL,EDAD,RENTA,SEXO,TIPO_VIVIENDA,Salario_Anual
189,Mantiene Cupo,36,Buen Cliente,Dependiente,Soltero,38,2273,M,Propia, $ 11.365.000 
1188,Mantiene Cupo,36,Buen Cliente,Dependiente,Soltero,38,2273,M,Propia, $ 11.365.000 
194,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,50,2255,M,Propia, $ 11.275.000 
1193,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,50,2255,M,Propia, $ 11.275.000 
282,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,39,2251,F,Arrienda, $ 11.255.000 
1281,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,39,2251,F,Arrienda, $ 11.255.000 
618,Disminuye Cupo,18,Buen Cliente,Independiente,Soltero,45,2249,M,Propia, $ 11.245.000 
1617,Disminuye Cupo,18,Buen Cliente,Independiente,Soltero,45,2249,M,Propia, $ 11.245.000 
697,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,37,2247,F,Arrienda, $ 11.235.000 
1696,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,37,2247,F,Arrienda, $ 11.235.000 
637,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,35,2246,M,Propia, $ 11.230.000 
1636,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,35,2246,M,Propia, $ 11.230.000 
237,Aumenta Cupo,21,Buen Cliente,Dependiente,Soltero,33,2241,M,Propia, $ 11.205.000 
1236,Aumenta Cupo,21,Buen Cliente,Dependiente,Soltero,33,2241,M,Propia, $ 11.205.000 
6,Disminuye Cupo,10,Buen Cliente,Independiente,Soltero,31,2241,M,Propia, $ 11.205.000 
1005,Disminuye Cupo,10,Buen Cliente,Independiente,Soltero,31,2241,M,Propia, $ 11.205.000 
530,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,43,2238,F,Arrienda, $ 11.190.000 
1529,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,43,6238,F,Arrienda, $ 31.190.000 
936,Disminuye Cupo,20,Buen Cliente,Independiente,Casado,34,2235,F,Propia, $ 11.175.000 
1935,Disminuye Cupo,20,Buen Cliente,Independiente,Casado,34,2235,F,Propia, $ 11.175.000 
903,Mantiene Cupo,36,Buen Cliente,Independiente,Soltero,33,2225,M,Propia, $ 11.125.000 
1902,Mantiene Cupo,36,Buen Cliente,Independiente,Soltero,33,2225,M,Propia, $ 11.125.000 
647,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,37,2223,M,Propia, $ 11.115.000 
1646,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,37,2223,M,Propia, $ 11.115.000 
292,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,31,2221,F,Arrienda, $ 11.105.000 
1291,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,31,2221,F,Arrienda, $ 11.105.000 
685,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,29,2214,M,Propia, $ 11.070.000 
1684,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,29,2214,M,Propia, $ 11.070.000 
452,Disminuye Cupo,20,Buen Cliente,Dependiente,Soltero,30,2212,M,Propia, $ 11.060.000 
1451,Disminuye Cupo,20,Buen Cliente,Dependiente,Soltero,30,2212,M,Propia, $ 11.060.000 
947,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,30,2210,M,Propia, $ 11.050.000 
1946,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,30,2210,M,Propia, $ 11.050.000 
532,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,43,2197,M,Propia, $ 10.985.000 
1531,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,43,7197,M,Propia, $ 35.985.000 
474,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,33,2186,F,Arrienda, $ 10.930.000 
1473,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,33,2186,F,Arrienda, $ 10.930.000 
708,Mantiene Cupo,30,Mal Cliente,Independiente,Soltero,48,2181,M,Propia, $ 10.905.000 
1707,Mantiene Cupo,30,Mal Cliente,Independiente,Soltero,48,2181,M,Propia, $ 10.905.000 
5,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,35,2171,M,Propia, $ 10.855.000 
1004,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,35,2171,M,Propia, $ 10.855.000 
152,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,45,2171,F,Arrienda, $ 10.855.000 
1151,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,45,2171,F,Arrienda, $ 10.855.000 
982,Aumenta Cupo,18,Buen Cliente,Independiente,Casado,37,2169,F,Propia, $ 10.845.000 
1981,Aumenta Cupo,18,Buen Cliente,Independiente,Casado,37,2169,F,Propia, $ 10.845.000 
759,Mantiene Cupo,30,Buen Cliente,Independiente,Soltero,36,2150,F,Arrienda, $ 10.750.000 
1758,Mantiene Cupo,30,Buen Cliente,Independiente,Soltero,36,2150,F,Arrienda, $ 10.750.000 
785,Disminuye Cupo,12,Mal Cliente,Dependiente,Soltero,33,2149,M,Arrienda, $ 10.745.000 
1784,Disminuye Cupo,12,Mal Cliente,Dependiente,Soltero,33,2149,M,Arrienda, $ 10.745.000 
258,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,36,2146,F,Arrienda, $ 10.730.000 
1257,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,36,2146,F,Arrienda, $ 10.730.000 
775,Disminuye Cupo,36,Buen Cliente,Independiente,Casado,50,2145,M,Propia, $ 10.725.000 
1774,Disminuye Cupo,61,Buen Cliente,Independiente,Casado,50,2145,M,Propia, $ 10.725.000 
323,Aumenta Cupo,11,Buen Cliente,Independiente,Soltero,51,2142,M,Arrienda, $ 10.710.000 
1322,Aumenta Cupo,11,Buen Cliente,Independiente,Soltero,51,2142,M,Arrienda, $ 10.710.000 
199,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,38,2141,M,Propia, $ 10.705.000 
1198,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,38,2141,M,Propia, $ 10.705.000 
99,Disminuye Cupo,9,Buen Cliente,Dependiente,Casado,47,8136,M,Propia, $ 40.680.000 
1098,Disminuye Cupo,9,Buen Cliente,Dependiente,Casado,47,2136,M,Propia, $ 10.680.000 
166,Aumenta Cupo,9,Buen Cliente,Independiente,Soltero,28,2134,M,Propia, $ 10.670.000 
1165,Aumenta Cupo,9,Buen Cliente,Independiente,Soltero,28,2134,M,Propia, $ 10.670.000 
424,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,31,2133,F,Arrienda, $ 10.665.000 
1423,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,31,2133,F,Arrienda, $ 10.665.000 
324,Disminuye Cupo,10,Buen Cliente,Dependiente,Soltero,41,2132,F,Arrienda, $ 10.660.000 
1323,Disminuye Cupo,10,Buen Cliente,Dependiente,Soltero,41,2132,F,Arrienda, $ 10.660.000 
906,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,44,2124,F,Arrienda, $ 10.620.000 
1905,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,44,2124,F,Arrienda, $ 10.620.000 
4,Disminuye Cupo,12,Buen Cliente,Independiente,Casado,33,2122,M,Propia, $ 10.610.000 
1003,Disminuye Cupo,12,Buen Cliente,Independiente,Casado,33,2122,M,Propia, $ 10.610.000 
349,Disminuye Cupo,12,Buen Cliente,Independiente,Casado,37,2121,M,Propia, $ 10.605.000 
1348,Disminuye Cupo,12,Buen Cliente,Independiente,Casado,37,2121,M,Propia, $ 10.605.000 
267,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,30,2118,M,Propia, $ 10.590.000 
1266,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,30,2118,M,Propia, $ 10.590.000 
133,Mantiene Cupo,6,Buen Cliente,Dependiente,Casado,35,2116,M,Propia, $ 10.580.000 
1132,Mantiene Cupo,6,Buen Cliente,Dependiente,Casado,35,2116,M,Propia, $ 10.580.000 
497,Aumenta Cupo,6,Buen Cliente,Dependiente,Casado,38,2108,F,Propia, $ 10.540.000 
1496,Aumenta Cupo,6,Buen Cliente,Dependiente,Casado,38,2108,F,Propia, $ 10.540.000 
671,Mantiene Cupo,13,Buen Cliente,Dependiente,Soltero,42,2101,F,Arrienda, $ 10.505.000 
1670,Mantiene Cupo,13,Buen Cliente,Dependiente,Soltero,42,2101,F,Arrienda, $ 10.505.000 
973,Mantiene Cupo,18,Buen Cliente,Dependiente,Casado,35,2100,M,Propia, $ 10.500.000 
1972,Mantiene Cupo,18,Buen Cliente,Dependiente,Casado,35,2100,M,Propia, $ 10.500.000 
552,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,55,2096,M,Propia, $ 10.480.000 
1551,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,55,2096,M,Propia, $ 10.480.000 
511,Aumenta Cupo,6,Buen Cliente,Independiente,Soltero,32,2080,F,Propia, $ 10.400.000 
1510,Aumenta Cupo,6,Buen Cliente,Independiente,Soltero,32,2080,F,Propia, $ 10.400.000 
322,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,48,2073,F,Arrienda, $ 10.365.000 
1321,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,48,2073,F,Arrienda, $ 10.365.000 
351,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,28,2069,F,Propia, $ 10.345.000 
1350,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,28,2069,F,Propia, $ 10.345.000 
895,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,32,2064,F,Arrienda, $ 10.320.000 
1894,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,32,2064,F,Arrienda, $ 10.320.000 
123,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,35,2063,F,Propia, $ 10.315.000 
1122,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,35,2063,F,Propia, $ 10.315.000 
504,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,36,2058,M,Arrienda, $ 10.290.000 
1503,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,36,2058,M,Arrienda, $ 10.290.000 
491,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,34,2051,M,Propia, $ 10.255.000 
1490,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,34,2051,M,Propia, $ 10.255.000 
981,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,56,2039,F,Propia, $ 10.195.000 
1980,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,56,2039,F,Propia, $ 10.195.000 
926,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,36,2039,F,Arrienda, $ 10.195.000 
1925,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,36,2039,F,Arrienda, $ 10.195.000 
70,Aumenta Cupo,24,Buen Cliente,Independiente,Casado,31,2032,M,Propia, $ 10.160.000 
1069,Aumenta Cupo,24,Buen Cliente,Independiente,Casado,31,2032,M,Propia, $ 10.160.000 
76,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,41,8030,M,Propia, $ 40.150.000 
1075,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,41,2030,M,Propia, $ 10.150.000 
602,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,29,2028,M,Propia, $ 10.140.000 
1601,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,29,2028,M,Propia, $ 10.140.000 
467,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,38,2028,M,Propia, $ 10.140.000 
1466,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,38,2028,M,Propia, $ 10.140.000 
81,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,29,2022,F,Arrienda, $ 10.110.000 
1080,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,29,2022,F,Arrienda, $ 10.110.000 
110,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,31,2012,F,Arrienda, $ 10.060.000 
1109,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,31,2012,F,Arrienda, $ 10.060.000 
551,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,40,2002,M,Propia, $ 10.010.000 
1550,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,40,2002,M,Propia, $ 10.010.000 
91,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,28,1995,M,Propia, $ 9.975.000 
1090,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,28,1995,M,Propia, $ 9.975.000 
996,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,39,1987,M,Propia, $ 9.935.000 
1995,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,39,1987,M,Propia, $ 9.935.000 
471,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,29,1984,M,Propia, $ 9.920.000 
1470,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,29,1984,M,Propia, $ 9.920.000 
820,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,30,1980,F,Arrienda, $ 9.900.000 
1819,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,30,1980,F,Arrienda, $ 9.900.000 
80,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,35,1979,M,Propia, $ 9.895.000 
1079,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,35,1979,M,Propia, $ 9.895.000 
841,Disminuye Cupo,62,Buen Cliente,Dependiente,Casado,44,1977,M,Propia, $ 9.885.000 
1840,Disminuye Cupo,36,Buen Cliente,Dependiente,Casado,44,1977,M,Propia, $ 9.885.000 
536,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,28,1967,F,Arrienda, $ 9.835.000 
1535,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,28,1967,F,Arrienda, $ 9.835.000 
90,Mantiene Cupo,24,Buen Cliente,Independiente,Soltero,34,1965,F,Arrienda, $ 9.825.000 
1089,Mantiene Cupo,24,Buen Cliente,Independiente,Soltero,34,1965,F,Arrienda, $ 9.825.000 
175,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,30,1963,M,Propia, $ 9.815.000 
1174,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,30,1963,M,Propia, $ 9.815.000 
359,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,30,1961,F,Arrienda, $ 9.805.000 
1358,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,30,1961,F,Arrienda, $ 9.805.000 
13,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,48,1957,F,Arrienda, $ 9.785.000 
1012,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,48,1957,F,Arrienda, $ 9.785.000 
796,Mantiene Cupo,38,Mal Cliente,Independiente,Soltero,30,1953,M,Propia, $ 9.765.000 
1795,Mantiene Cupo,36,Mal Cliente,Independiente,Soltero,30,1953,M,Propia, $ 9.765.000 
179,Aumenta Cupo,18,Buen Cliente,Independiente,Soltero,32,1950,M,Propia, $ 9.750.000 
1178,Aumenta Cupo,18,Buen Cliente,Independiente,Soltero,32,1950,M,Propia, $ 9.750.000 
813,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,31,1943,F,Arrienda, $ 9.715.000 
1812,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,31,1943,F,Arrienda, $ 9.715.000 
458,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,53,1941,M,Propia, $ 9.705.000 
1457,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,53,1941,M,Propia, $ 9.705.000 
78,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,33,1940,M,Propia, $ 9.700.000 
1077,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,33,1940,M,Propia, $ 9.700.000 
221,Disminuye Cupo,18,Mal Cliente,Dependiente,Casado,38,1940,M,Propia, $ 9.700.000 
1220,Disminuye Cupo,18,Mal Cliente,Dependiente,Casado,38,1940,M,Propia, $ 9.700.000 
823,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,33,1938,M,Arrienda, $ 9.690.000 
1822,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,33,1938,M,Arrienda, $ 9.690.000 
15,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,36,1936,F,Propia, $ 9.680.000 
1014,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,36,1936,F,Propia, $ 9.680.000 
569,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,31,1935,M,Propia, $ 9.675.000 
1568,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,31,1935,M,Propia, $ 9.675.000 
853,Mantiene Cupo,24,Buen Cliente,Independiente,Soltero,36,1935,M,Arrienda, $ 9.675.000 
1852,Mantiene Cupo,24,Buen Cliente,Independiente,Soltero,36,1935,M,Arrienda, $ 9.675.000 
38,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,40,1934,M,Propia, $ 9.670.000 
1037,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,40,1934,M,Propia, $ 9.670.000 
842,Mantiene Cupo,18,Buen Cliente,Dependiente,Casado,42,1928,M,Propia, $ 9.640.000 
1841,Mantiene Cupo,18,Buen Cliente,Dependiente,Casado,42,1928,M,Propia, $ 9.640.000 
331,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,32,1927,F,Arrienda, $ 9.635.000 
1330,Aumenta Cupo,0,Buen Cliente,Dependiente,Soltero,32,1927,F,Arrienda, $ 9.635.000 
1130,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,39,1925,M,Propia, $ 9.625.000 
131,Mantiene Cupo,23,Buen Cliente,Dependiente,Casado,39,1925,M,Propia, $ 9.625.000 
346,Aumenta Cupo,10,Buen Cliente,Dependiente,Casado,34,1924,M,Propia, $ 9.620.000 
1345,Aumenta Cupo,10,Buen Cliente,Dependiente,Casado,34,1924,M,Propia, $ 9.620.000 
719,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,31,1924,F,Arrienda, $ 9.620.000 
1718,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,31,1924,F,Arrienda, $ 9.620.000 
543,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,42,1922,M,Propia, $ 9.610.000 
1542,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,42,5922,M,Propia, $ 29.610.000 
117,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,28,1919,M,Propia, $ 9.595.000 
1116,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,28,1919,M,Propia, $ 9.595.000 
847,Mantiene Cupo,30,Buen Cliente,Dependiente,Casado,29,1919,M,Propia, $ 9.595.000 
1846,Mantiene Cupo,61,Buen Cliente,Dependiente,Casado,29,1919,M,Propia, $ 9.595.000 
409,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,39,1913,F,Propia, $ 9.565.000 
1408,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,39,1913,F,Propia, $ 9.565.000 
795,Mantiene Cupo,30,Buen Cliente,Independiente,Soltero,29,1908,M,Propia, $ 9.540.000 
1794,Mantiene Cupo,30,Buen Cliente,Independiente,Soltero,29,1908,M,Propia, $ 9.540.000 
722,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,36,1905,M,Propia, $ 9.525.000 
1721,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,36,1905,M,Propia, $ 9.525.000 
191,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,37,1901,M,Propia, $ 9.505.000 
1190,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,37,1901,M,Propia, $ 9.505.000 
293,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,60,1898,M,Propia, $ 9.490.000 
1292,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,60,1898,M,Propia, $ 9.490.000 
616,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,29,1893,F,Arrienda, $ 9.465.000 
1615,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,29,1893,F,Arrienda, $ 9.465.000 
434,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,49,1887,F,Propia, $ 9.435.000 
1433,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,49,1887,F,Propia, $ 9.435.000 
728,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,35,1884,M,Propia, $ 9.420.000 
1727,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,35,1884,M,Propia, $ 9.420.000 
984,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,41,1882,F,Arrienda, $ 9.410.000 
1983,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,41,1882,F,Arrienda, $ 9.410.000 
533,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,31,1881,F,Arrienda, $ 9.405.000 
1532,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,31,1881,F,Arrienda, $ 9.405.000 
534,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,30,1880,F,Propia, $ 9.400.000 
1533,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,30,1880,F,Propia, $ 9.400.000 
626,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,42,5872,M,Propia, $ 29.360.000 
1625,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,42,1872,M,Propia, $ 9.360.000 
72,Aumenta Cupo,30,Buen Cliente,Dependiente,Soltero,36,1867,M,Propia, $ 9.335.000 
1071,Aumenta Cupo,30,Buen Cliente,Dependiente,Soltero,36,1867,M,Propia, $ 9.335.000 
48,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,30,1864,F,Arrienda, $ 9.320.000 
1047,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,30,1864,F,Arrienda, $ 9.320.000 
525,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,37,1860,M,Propia, $ 9.300.000 
1524,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,37,1860,M,Propia, $ 9.300.000 
362,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,33,1858,F,Arrienda, $ 9.290.000 
1361,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,33,1858,F,Arrienda, $ 9.290.000 
105,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,38,1851,F,Propia, $ 9.255.000 
1104,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,38,1851,F,Propia, $ 9.255.000 
614,Disminuye Cupo,15,Buen Cliente,Dependiente,Soltero,38,1845,F,Arrienda, $ 9.225.000 
1613,Disminuye Cupo,15,Buen Cliente,Dependiente,Soltero,38,1845,F,Arrienda, $ 9.225.000 
969,Disminuye Cupo,45,Buen Cliente,Dependiente,Casado,32,1845,M,Propia, $ 9.225.000 
1968,Disminuye Cupo,45,Buen Cliente,Dependiente,Casado,32,1845,M,Propia, $ 9.225.000 
776,Disminuye Cupo,36,Buen Cliente,Independiente,Casado,32,1842,F,Arrienda, $ 9.210.000 
1775,Disminuye Cupo,55,Buen Cliente,Independiente,Casado,32,1842,F,Arrienda, $ 9.210.000 
875,Mantiene Cupo,24,Mal Cliente,Dependiente,Soltero,55,1837,F,Arrienda, $ 9.185.000 
1874,Mantiene Cupo,24,Mal Cliente,Dependiente,Soltero,55,1837,F,Arrienda, $ 9.185.000 
824,Disminuye Cupo,21,Buen Cliente,Dependiente,Casado,33,1835,F,Arrienda, $ 9.175.000 
1823,Disminuye Cupo,21,Buen Cliente,Dependiente,Casado,33,1835,F,Arrienda, $ 9.175.000 
425,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,47,1829,M,Propia, $ 9.145.000 
1424,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,47,1829,M,Propia, $ 9.145.000 
771,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,34,1823,M,Propia, $ 9.115.000 
1770,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,34,1823,M,Propia, $ 9.115.000 
129,Aumenta Cupo,18,Buen Cliente,Independiente,Soltero,39,1820,F,Propia, $ 9.100.000 
1128,Aumenta Cupo,18,Buen Cliente,Independiente,Soltero,39,1820,F,Propia, $ 9.100.000 
518,Aumenta Cupo,36,Buen Cliente,Dependiente,Casado,46,1819,M,Propia, $ 9.095.000 
1517,Aumenta Cupo,36,Buen Cliente,Dependiente,Casado,46,8819,M,Propia, $ 44.095.000 
198,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,29,1817,F,Arrienda, $ 9.085.000 
1197,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,29,1817,F,Arrienda, $ 9.085.000 
816,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,41,1808,F,Arrienda, $ 9.040.000 
1815,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,41,1808,F,Arrienda, $ 9.040.000 
178,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,30,1804,M,Propia, $ 9.020.000 
1177,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,30,1804,M,Propia, $ 9.020.000 
247,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,29,1800,M,Propia, $ 9.000.000 
1246,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,29,1800,M,Propia, $ 9.000.000 
638,Disminuye Cupo,13,Buen Cliente,Independiente,Soltero,29,1797,M,Propia, $ 8.985.000 
1637,Disminuye Cupo,13,Buen Cliente,Independiente,Soltero,29,1797,M,Propia, $ 8.985.000 
678,Mantiene Cupo,18,Buen Cliente,Dependiente,Casado,48,1795,F,Arrienda, $ 8.975.000 
1677,Mantiene Cupo,18,Buen Cliente,Dependiente,Casado,48,1795,F,Arrienda, $ 8.975.000 
791,Mantiene Cupo,15,Mal Cliente,Independiente,Casado,40,1778,F,Arrienda, $ 8.890.000 
1790,Mantiene Cupo,15,Mal Cliente,Independiente,Casado,40,1778,F,Arrienda, $ 8.890.000 
695,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,38,1768,M,Propia, $ 8.840.000 
1694,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,38,1768,M,Propia, $ 8.840.000 
746,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,29,1766,F,Propia, $ 8.830.000 
1745,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,29,1766,F,Propia, $ 8.830.000 
42,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,47,1755,F,Arrienda, $ 8.775.000 
1041,Disminuye Cupo,24,Buen Cliente,Independiente,Casado,47,1755,F,Arrienda, $ 8.775.000 
245,Aumenta Cupo,6,Mal Cliente,Dependiente,Casado,37,1750,M,Propia, $ 8.750.000 
1244,Aumenta Cupo,6,Mal Cliente,Dependiente,Casado,37,1750,M,Propia, $ 8.750.000 
336,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,28,1747,M,Propia, $ 8.735.000 
1335,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,28,1747,M,Propia, $ 8.735.000 
150,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,29,1743,M,Propia, $ 8.715.000 
1149,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,29,1743,M,Propia, $ 8.715.000 
298,Aumenta Cupo,6,Buen Cliente,Independiente,Soltero,29,1743,M,Propia, $ 8.715.000 
1297,Aumenta Cupo,6,Buen Cliente,Independiente,Soltero,29,1743,M,Propia, $ 8.715.000 
